"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","MR/J006742/1","Research Grant","Spin Outs","King's College London","Transplantation Immunology & Mucosal Bio","Sacks","Steven","","ImmuNext","Discovery of immunoregulatory moecuels for therapy.
ImmuNext is dedicated to developing novel therapeutics that modulate the immune system to treat cancer and autoimmune diseases. Dr. Randolph Noelle, our founder, from the Geisel School of Medicine at Dartmouth, has identified a number of immuno-modulatory targets and related drug candidates. The lead program is based on VISTA, a novel checkpoint regulator in the B7 family.
We are located in Lebanon, NH, with a great combination of intellectual stimulation from Dartmouth College and the beauty of rural New England.","2009","Licensed VISTA to JNJ (Janseen Biothech) for cancer immunotherapy","http://immunext.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=ratyAV431ue&grantRef=MR%2FJ006742%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/J006742/1","5C9020B5-5161-48B8-BD61-E87E2A3C904C","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","893D66CD-2721-4DA1-BC08-7050127B4B3A"
"EPSRC","EP/I00159X/2","Research Grant","Spin Outs","University College London","Mechanical Engineering","Miodownik","Mark","","Bento.Lab (Bento.Bioworks)","Bento&middot;lab is a small scale personal laboratory that enables scientists, DIY biologists, artists and all curious minds to engage with biology and biotechnology in any place and at any time. The developers are a group of biology and citizen science enthusiasts who met through the Institute of Making's Makespace and the iGEM 2013 World championship. They started the development of what was originally called the 'Darwin Toolbox' in 2013 in the Makespace, and it has since been featured on W.I.R.E.D. and at the Edinburgh Science Festival 2014, and the Rome Makerfaire 2013. The lab will soon be on show at the BIO&middot;FICTION Science Art Film Festival and iGEM 2014 World Jamboree.","2014","This small, portable lab in a box allows for safe and affordable access to biotechnology for scientists, DIY biologists, artists and other curious minds to engage with.","http://darwintoolbox.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5463b494535fc3.95284272&grantRef=EP%2FI00159X%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I00159X/2","F6BF228F-B370-4749-BFB1-E58668774EAE","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","CB6F8EB4-B088-4D31-BEF8-C43E13188DF7"
"MRC","G1002509","Fellowship","Spin Outs","University College London","Surgery","Ahmed","Hashim","","Nuada Medical","As a result of this work they now offer private MRIs and mapping biopsies pioneered in this work prior to prostate biopsy and have set up a dedicated MRI scanner on Harley Street.
This type of practice is now being duplicated across a number of other private hospitals","2012","Change in private practice referral patterns around Harley Street","http://www.nuadamedical.co.uk/nm-about.html","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=cPtppTHpKJQ&grantRef=G1002509","http://gtr.rcuk.ac.uk:80/projects?ref=G1002509","046D7CDD-2CD5-4FA0-A5F7-01E45E96883E","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","65F45FC6-F48C-49E6-B36C-A7F2A6CAA71A"
"EPSRC","EP/I019278/1","Research Grant","Spin Outs","Swansea University","School of Engineering","Worsley","David","","BIPV Co","A company dedicated to converting passive building envelope into energy generating assets.","2013","Developed three PV products for different applications for converting buildings into power stations.","http://www.bipvco.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e1901c3c11c2.31869262&grantRef=EP%2FI019278%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019278/1","50F46188-3AB7-4FDD-B93C-032B15161E31","798CB33D-C79E-4578-83F2-72606407192C","AB307619-D4FA-427E-A042-09DBEBA84669","C5DFC3E9-D195-464E-89B8-DD07CEB1D045"
"EPSRC","EP/J018694/1","Fellowship","Spin Outs","University of Oxford","Materials","Bhaskaran","Harish","","Bodle Technologies Limited","Bodle develops and commercialises a new class of active smart glazing products and displays.","2015","Bodle's core technology is about the creation and manipulation of colour that is reflected off a surface by changing the refractive index of ultra-thin functional layers. The technology is completely revolutionary, as it can achieve all of the following: * Extremely high resolution, with pixel sizes of sub-100 nm already demonstrated (compared to several micrometers for the best current technology). * Capable of very deep colour hues matching and even exceeding the range of colours possible by the latest technologies in displays * Can be clearly viewed in bright lighting conditions * Eye fatigue minimal as displays similar to paper * Very low power similar to electrochromic displays * Extremely high speed switching capable of video rendition in reflective mode, and even holographic displays possible as switching speeds are much lower than microseconds.","http://www.bodletechnologies.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d70717717858.65242713&grantRef=EP%2FJ018694%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/J018694/1","AF105855-7880-444C-B1D7-034DE1FF2CB5","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","B404C885-C393-4AAC-8F4B-8304DAF790DA"
"EPSRC","EP/K034804/1","Research Grant","Spin Outs","University of Bristol","Electrical and Electronic Engineering","Mellor","Philip","","Drayson (Wireless) Technologies Ltd","Drayson Technologies Limited is a development stage electronic hardware &amp; software company in London, UK. 
The focus is on developing wireless energy devices and wireless sensor networks.","2007","Co-investigator on the project has been involved in establishing Drayson Wireless Ltd. Knowhow that has been developed at Imperial (partly as part of this research grant) on high frequency power electronics has been transferred into Drayson. Drayson Wireless Ltd was absorbed into Drayson Technologies Ltd which has now received significant capital investment.","http://www.draysontechnologies.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56dd70d8b9ff05.21471947&grantRef=EP%2FK034804%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K034804/1","71B9731D-DA52-45D8-9109-037B1F676D98","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","E1B2F846-0299-4500-A014-D845647430AC"
"EPSRC","EP/N508664/1","Research Grant","Spin Outs","Queen's University of Belfast","Electronics Electrical Eng and Comp Sci","McCanny","John","","LIOPA LTD","Liopa brings a novel, robust and convenient person authentication solution to the biometric security market. Our product can validate a user's identity by analysing the appearance and movement of their lips as they speak into a camera. These movements are known as their viseme profile and have been shown to be highly speaker-specific. The user is challenged to say a randomly chosen word or phrase each time they are authenticated. This allows our technology to not only accurately verify identity but also ensure that the person is actually present (&quot;liveness&quot;) and therefore the biometric data is not being falsified. Liopa enables a number of use cases including -
 o Prevention of theft and fraud in online and mobile commerce 
 o Online and mobile banking authentication
 o Secure Access to Web-sites
 o Physical Access Security, Time and Attendance Management
 o Securing access to Mobile Devices &amp; Applications
 o Authentication for Corporate mobile workforce","2015","Liopa has been named the winner of the Software and Digital Media category, sponsored by Intel, at the 25k Awards. The team was one of two spin out ventures competing in this category being incubated by the Centre for Secure Information Technologies (CSIT) based at Queen's University Belfast's ECIT Institute. The prestigious annual 25k awards, which are sponsored by Bank of Ireland, are made under the NISP CONNECT entrepreneurship programme, based at the Northern Ireland Science Park in Belfast's Titanic Quarter. The awards are designed to showcase the most innovative research and intellectual property from the publicly funded institutions in Northern Ireland. Liopa were recently selected as a Finalist in the prestigious IPASCO ICT Security awards. Liopa's unique Lip-based Biometric Authentication solution impressed the judges in this highly competitive category. IPACSO is supported by the European Commission, and aims to improve the competitiveness of the European Cyber Security & Privacy market. Each year in October, Europe's most innovative and forward-thinking researchers and entrepreneurs gather in Brussels, recognising those who are bolstering Europe's cyber security landscape. With the awards, the IPACSO consortium, supported by the European Commission under FP7, support Privacy and Cyber Security Innovations 'Made in Europe'.","http://www.liopa.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56deed45155db2.98109999&grantRef=EP%2FN508664%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/N508664/1","E3D9699E-BC50-48C8-A31B-003871DD668A","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","F05D1A0D-8915-416E-A0EC-E52C826BE888"
"EPSRC","EP/I017887/1","Research Grant","Spin Outs","Imperial College London","Dept of Chemistry","Klug","David","","SAW Dx","&quot;SAW Dx is an emerging point of care diagnostic (POC) device design and manufacturing venture focused on exploiting Acoustic-Flow technology based on the use of surface acoustic waves technology developed in the laboratory of Prof Jon Cooper, University of Glasgow.
 
The Acoustic-Flow technology utilises the interaction of Surface Acoustic Waves (SAW) with a patient sample to drive a diagnostic test. The interactions are controlled by
microstructures patterned on the surface of disposable chips, to shape sound in particular ways in a frequency dependant manner. Functions possible include fluid movement, mixing, particle patterning, enrichment, opening cells to release DNA and temperature cycling of a sample. Acoustic-Flow technology means that samples can be processed on-chip (no preprocessing required) and complex micro-fluidics are avoided.
 
The SAW Dx business model is based on providing product and technology solutions to life sciences and diagnostics companies seeking to enhance their diagnostic product offerings through innovative point of care use.
&quot;","2013","SAW Dx is involved in 3 innovateUK projects, partnering with clinicians and manufacturing companies, focussed on developing point-of-care diagnostics for TB, animal health, and sexually transmitted diseases",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=546602440d9c93.75314046&grantRef=EP%2FI017887%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I017887/1","E5A5C124-94BD-4D33-BF66-0351E08C4D36","798CB33D-C79E-4578-83F2-72606407192C","46387D84-F71E-4B7D-8C7D-9C288F113510","A901E55A-AEDC-4CFE-A020-D17C51705D56"
"BBSRC","BB/J010448/1","Research Grant","Spin Outs","University College London","Chemistry","Baker","James","","Thiologics","In 2011 Dr James Baker co-founded Thiologics (www.thiologics.com), to provide a vehicle to translate the Next Generation Maleimide platform for homogeneous protein conjugation towards clinical product development. ThioLogics is a company formed by UCL Business (UCLB) and is in an early pre-seed phase of development supported solely by UCLB funds. The formation of ThioLogics has created a market presence and facilitated early engagement through our existing networks.","2011","N/A","http://www.thiologics.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=54451f79e7fea0.22287887&grantRef=BB%2FJ010448%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J010448/1","37EB44B7-3B13-407D-8DAD-07BEBB296AD0","2512EF1C-401B-4222-9869-A770D4C5FAC7","3A5E126D-C175-4730-9B7B-E6D8CF447F83","A0E55D4C-8E28-4B81-89B3-A3B08401A438"
"EPSRC","EP/H048170/2","Research Grant","Spin Outs","Queen's University of Belfast","Sch of Chemistry and Chemical Eng","Mills","Andrew","","Insignia Technologies Ltd","Smart plastics company for the food packaging industry","2011","Significant research collaboration","http://insigniatechnologies.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=543fa041495f96.00544701&grantRef=EP%2FH048170%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H048170/2","EA9761F0-C2F4-4BF4-81D1-078087390AA8","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","D54F3B68-AE78-4F46-A472-526B5E64C7BD"
"EPSRC","EP/K01711X/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Ferrari","Andrea","","Cambridge Graphene Ltd","Cambridge Graphene offers graphene and 2D material based inks and printing solutions to various industries, including (but not restricted to) electronics, optoelectronics and plastic electronics.","2013","N/A",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5464d478290d59.52016780&grantRef=EP%2FK01711X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K01711X/1","F8F580B1-5DFE-4753-90D7-044D632247F8","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","CF1565B8-F3ED-4269-9207-ED06C96373B8"
"MRC","G0601073","Research Grant","Spin Outs","University of Birmingham","Clinical and Experimental Medicine","Overduin","Michael","","Science Capital","Science Capital is a company limited by guarantee that I founded and direct. This nonprofit brings together scientists and business experts, through engaging talks and lively discussions, exploring scientific and technological advances alongside the investment and legal frameworks needed to make them a commercial reality. Topics encompass innovative healthcare and biomedical technologies, see www.sciencecapital.co.uk","2010","Science Capital has run quarterly meetings several times that have attracted hundreds of scientists and business leaders to forge new partnerships and initiate new business propositions.","http://www.sciencecapital.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=YY6WqPhVmFR&grantRef=G0601073","http://gtr.rcuk.ac.uk:80/projects?ref=G0601073","9E3E4F36-8214-4056-9AE1-0F1F576BA98E","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","61A2F0D4-6725-432B-9EED-B0E88FAFE954"
"MRC","MR/K023233/1","Research Grant","Spin Outs","Cardiff University","Sch of Social Sciences","Moore","Laurence","","DECIPHer Impact Limited","DECIPHer IMPACT is a 'not for profit' company which aims to maximise the translation and impact of evidence-based public health improvement research and expertise. It does this by selling goods and services starting with the DECIPHer-ASSIST smoking prevention programme (formerly known as ASSIST).","2010","ASSIST (A Stop Smoking in School Trial) is reducing smoking rates among teenagers by 22%. DECIPHer Impact Ltd was set up to rollout the ASSIST programme which has been adopted widely in England, Wales and Scotland with 28 licences being commissioned. The company has achieved &pound;240k annual turnover. As a result, an estimated 1674 young people have not taken up smoking. It is estimated that if ASSIST were implemented across the UK, 40,000 teenagers a year wouldn't start smoking. ASSIST has been commended by the English and Welsh Governments and recommended in National Institute for Health and Care Excellence (NICE) guidelines.","http://www.decipher-impact.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=546353f5ab2aa6.65407426&grantRef=MR%2FK023233%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=MR/K023233/1","06014297-F771-485E-B494-123DF8AD3E11","C008C651-F5B0-4859-A334-5F574AB6B57C","9C10D78F-6430-4CA7-9528-B96B0762A4C6","90821C98-596A-4863-95FA-D4CB82C38E6D"
