"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Description","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","G1100684","Research Grant","Products Interventions & Clinical Trials","University of Oxford","Tropical Medicine","Day","Jeremy","","Pharmacokinetics and dynamics of WHO recommended antifungal tehrapy in cryptococcal meningitis in Vietnam and Uganda","Therapeutic Intervention - Drug","Early clinical assessment","",,"2015","Under active development/distribution","In collaboration with Liverpoool University we are defining the pharmacodynamic and kinetice realtionships of amphotericin b and fluconaozle in blood and cerebrospinal fluid uisng novel modelling techniques","We hope this study will lead to more rational use of antifungal therapy in cryptococcal menignitis, define the hetrogeneity in treatment respo9nse in a real world situatiion, and so help us to continue to improve outcomes.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=564eb6b4120434.65619234&grantRef=G1100684","http://gtr.rcuk.ac.uk:80/projects?ref=G1100684","3EF699FB-6BE5-4737-B030-3CFFC9A7823B","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","01478514-975B-4C23-A8CC-65E12F8AE90D"
"MRC","MC_U120085813","Intramural","Products Interventions & Clinical Trials","MRC Clinical Sciences Centre",,"Yu","Veronica","","Identification of a novel loss of function mutation in Cks2 in ovarian cancers","Diagnostic Tool - Non-Imaging","Initial development","",,"2010","Under active development/distribution","We identified a novel loss of function mutation in the human Cks2 gene in a subset of ovarian cancers that is associated with high grade/stage.
Principle funding: MRC and CRUK","Based on our cellular studies and murine knockout model studies, we identified that Cks2 is involved in replication and its absence leads to an accumulation of DNA damage. However, to date the link between Cks2 and cancer has been restricted to over-expression. Establishment of a loss of function mutation of Cks2 in cancer samples provides a relevance for our model organism system in human disease. Further validation of this mutation in a larger cohort of cancers will identify how the prevalence of this mutation might be relevant as a prognostic marker for cancers.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=C2WcGmBc3Nk&grantRef=MC_U120085813","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U120085813","B8A30409-7EC9-4B09-8DF9-3C72856F25C6","C008C651-F5B0-4859-A334-5F574AB6B57C","64BC5E73-972F-41E1-A12C-D97DC9BDFB93","2CFB0568-EA90-4886-9503-E0C9C74E3E7E"
"MRC","MC_PC_12003","Intramural","Products Interventions & Clinical Trials","University of Oxford",,"Humphreys","Tim","","Biomarker for the detection of H3K36me3-deficient cancers","Diagnostic Tool - Imaging","Refinement.  Clinical","",,"2015","Under active development/distribution","We have identified (in collaboration with the laboratory of Anderson Ryan) a biomarker for the detection of histone H3K36me3-deficient cancers.
This biomarker can be used to determine the suitability of patients for treatment with the WEE1, ATR or CHK1 checkpoint kinase inhibitors","A number of research groups and consortia are now testing levels of histone H3K36me3 deficiency in different cancer types with the view to determining suitability for treatment with checkpoint kinase inhibitors.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56e01d7ba123d2.75605088&grantRef=MC_PC_12003","http://gtr.rcuk.ac.uk:80/projects?ref=MC_PC_12003","091107B4-012E-4536-8976-36C39698D4B6","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","9B967815-172A-452E-A820-65B16A7525C8"
"MRC","G0200335","Research Grant","Products Interventions & Clinical Trials","University College London","Unlisted","Rahman","Shamima","","Mitochondrial genetic testing","Diagnostic Tool - Non-Imaging","Wide-scale adoption","",,"2007","Under active development/distribution","Through NCG funding we are able to offer mitochondrial disease genetic testing (of both mitochondrial DNA and selected nuclear genes) from 3 UK centres (London, Newcastle and Oxford) of tests that were previously available only on a research basis. This means that many more patients are being offered tests (nationally funded so PCTs do not have to authorise funding) and receiving genetic diagnoses than in the past. The tests offered are continually being refined, to offer an optimal and equitable diagnostic service for patients.","Increased access to genetic testing and greatly improved diagnostic rates; for example the diagnostic rate has increased 5-fold (from 5 to 25%) for paediatric patients with mitochondrial disease.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=KXpT3ERf5bx&grantRef=G0200335","http://gtr.rcuk.ac.uk:80/projects?ref=G0200335","55723C3B-815C-4BB0-A2DE-5F587DAA2C81","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","AF1D7ABA-67D6-4979-8C08-7C0F7DE524CF"
"MRC","G0200335","Research Grant","Products Interventions & Clinical Trials","University College London","Unlisted","Rahman","Shamima","","PND and PGD for mito disease","Diagnostic Tool - Non-Imaging","Early clinical assessment","",,"2012","Under active development/distribution","We are working with colleagues in genetics and reproductive medicine to provide prenatal and preimplantation genetic diagnosies for families affected with inherited mitochondrial disease.","Several families have already received prenatal diagnosis, and several other families have been referred for preimplantation genetic diagnosis.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=JQCDA2k5n3Y&grantRef=G0200335","http://gtr.rcuk.ac.uk:80/projects?ref=G0200335","55723C3B-815C-4BB0-A2DE-5F587DAA2C81","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","AF1D7ABA-67D6-4979-8C08-7C0F7DE524CF"
"MRC","G0200335","Research Grant","Products Interventions & Clinical Trials","University College London","Unlisted","Rahman","Shamima","","Vitamins and cofactors","Management of Diseases and Conditions","Refinement.  Clinical","",,"2012","Actively seeking support","Identification of patients with mitochondrial disease who have a genetic condition responsive to supplementation with a vitamin or cofractor, namely:
-riboflavin transporter defects
-disorders of coenzyme Q10 biosynthesis
-cerebral folate deficiency (folate recptor defects)","Clinical improvement in patients who previously had a rapidly progressive course.
Some results have already been published; other manuscripts are currently in preparation.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=ZSLz442RuYr&grantRef=G0200335","http://gtr.rcuk.ac.uk:80/projects?ref=G0200335","55723C3B-815C-4BB0-A2DE-5F587DAA2C81","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","AF1D7ABA-67D6-4979-8C08-7C0F7DE524CF"
"MRC","G1000265","Fellowship","Products Interventions & Clinical Trials","University of Cambridge","Biochemistry","Booth","Thomas","http://orcid.org/0000-0003-0984-3998","Minkowski Functional image analysis of T2w images to distinguish glioblastoma progression from pseudoprogression","Diagnostic Tool - Imaging","Early clinical assessment","",,"2013","Under active development/distribution","Using Minkowski Functional image analysis of routinely obtained clinical retrospective T2w images, glioblastoma progression can be distinguished from pseudoprogression.","Promising but too early to tell how this will impact in the future.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=pBmMVvLuKbt&grantRef=G1000265","http://gtr.rcuk.ac.uk:80/projects?ref=G1000265","69768991-2FB2-4B37-8C52-448BE065C474","C008C651-F5B0-4859-A334-5F574AB6B57C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","9A9B0600-0FCE-488D-A3EC-16B407550744"
"MRC","G0700704","Research Grant","Products Interventions & Clinical Trials","University of Edinburgh","Sch of Philosophy Psychology & Language","Deary","Ian","","Deary-Liewald Reaction Time Task","Diagnostic Tool - Non-Imaging","Initial development","",,"2009","Under active development/distribution","Developed by CCACE Director, Professor Ian Deary, and CCACE database manager, Mr Dave Liewald, a newly developed computerised reaction time task will be made freely available via the CCACE website. The computer programme includes a simple reaction time task, in which the participant has to respond to a single stimulus, and a four choice reaction time task, in which the participant has to chose from four possible responses. In 2011 CCACE developed and published an updated version (v3.10) with additional features to enhance its usability.","Since 2011 the device has been made freely available on the CCACE website: www.ccace.ed.ac.uk. The programme has received &gt;170 Downloads and is in routine use as a research tool in a number of centres globally. In Scotland, it is being used in the population-based study Generation Scotland: Scottish Family Health Study and in the Edinburgh Type II Diabetes Study.","http://www.ccace.ed.ac.uk","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=67FCB100BE5&grantRef=G0700704","http://gtr.rcuk.ac.uk:80/projects?ref=G0700704","7980614C-A0B6-483E-9455-68DDE2166604","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3F80F013-4083-41DC-A241-BB6959CDACAB"
"MRC","MC_U106179473","Intramural","Products Interventions & Clinical Trials","MRC Epidemiology Unit",,"Brage","Soren","","Bioband","Support Tool - For Fundamental Research","Initial development","",,"2011","On hold","Wrist-worn accelerometer (waveform) for assessment of daily human physical activity.
Funded by UK Biobank and MRC.

All materials available at: 
http://sourceforge.net/projects/bioband/","Feasibility of large-scale low-cost in-house activity monitor device manufacture","http://sourceforge.net/projects/bioband/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=SJPA5XyaQTn&grantRef=MC_U106179473","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U106179473","5C667247-540B-49A0-8297-5AAE17B191E6","C008C651-F5B0-4859-A334-5F574AB6B57C","536F6788-0681-4082-8BBB-AC7D31E57B51","0859F000-E22B-445C-B23E-0D66D2F88ED9"
"MRC","G0200231","Research Grant","Products Interventions & Clinical Trials","University of Oxford","Unknown","Keshav","Satish","","Sacral Nerve Stimulation in IBD","Therapeutic Intervention - Medical Devices","Early clinical assessment","",,"2014","Actively seeking support","Sacral nerve stimulation using a commercially produced and marketed device can be used potentially to exploit the cholinergic anti-inflammatory response in IBD. We have, with funding from the Oxford BRC, completed a pilot clinical study that shows promise. The next step is to seek further funding to continue this study in a larger cohort of patients.","This was the first use of this device to treat IBD, and so far the only such use. The effects seen in this pilot study has led to interest from other centres and potential opportunities for collaboration and further investigation.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=54644ae70fc3a7.55652531&grantRef=G0200231","http://gtr.rcuk.ac.uk:80/projects?ref=G0200231","C2C9188F-AE01-4526-A638-499AA557A714","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","9EDF2627-245B-4CA0-963E-A1E33A3F2F3A"
"MRC","G0501679","Fellowship","Products Interventions & Clinical Trials","University of Dundee","College of Life Sciences","Muller","Arno","","transgenic Drosophila lines","Support Tool - For Fundamental Research","Initial development","",,"2010","Under active development/distribution","Transgenic Drosophila lines were established that express fluorescently tagged growth factors, signaling molecules (including homologues of human oncogenes and tumour suppressors), and subcellular reporter.","The tools are widely distributed throughout the scientific community worldwide and used by our laboratory and others for analysing signalling pathways and the cellular processes they affect with a high subcellular resolution.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=QrfTzmArpU3&grantRef=G0501679","http://gtr.rcuk.ac.uk:80/projects?ref=G0501679","98A9C70B-AEEB-4AE9-AE71-6749D403ABE5","C008C651-F5B0-4859-A334-5F574AB6B57C","90051600-6EF2-4093-BA8C-2B4B6F550895","833C3A0B-49BD-491F-BF83-A5A8BD95C498"
"MRC","MC_U120081321","Intramural","Products Interventions & Clinical Trials","MRC Clinical Sciences Centre",,"Festenstein","Richard","","HDACi","Therapeutic Intervention - Drug","Early clinical assessment","Yes","NCT01589809","2014","Actively seeking support","Having shown that the GAA-triplet repeat expansion which occurs in the neurodegenerative disease, Friedreich's ataxia, can induce heterochromatin-mediated silencing we identified histone deacetylase inhibitors that can overcome such silencing in cells from patients.
This has recently been tested in a proof-of-concept study (Libri et al Lancet 2014)","We are investigating this finding as a potential treatment with help from an MRC DPFS grant and support from Ataxia UK and the EU FP7 programme.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=444293E494E&grantRef=MC_U120081321","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U120081321","BD4F8FCC-211D-4E8A-BC81-49CB555FA921","C008C651-F5B0-4859-A334-5F574AB6B57C","64BC5E73-972F-41E1-A12C-D97DC9BDFB93","6F3C80C5-1E93-4E7B-A050-C6C768F1632C"
"MRC","G1000848","Research Grant","Products Interventions & Clinical Trials","Newcastle University","Institute of Neuroscience","Horvath","Rita","","A Study of Bezafibrate in Mitochondrial Myopathy"" (NUTH NHS Trust, 2015)","Therapeutic Intervention - Drug","Early clinical assessment","",,"2016","Under active development/distribution","We are testing the feasibility of bezafibrate supplementation in MELAS. Trial is currently ongoing.","trial is ongoing",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56c9ebe3dfa075.38570180&grantRef=G1000848","http://gtr.rcuk.ac.uk:80/projects?ref=G1000848","DF2C1A5A-B7E6-4D1F-89E6-5BA9D2EE93B5","C008C651-F5B0-4859-A334-5F574AB6B57C","5E2B04DD-4A03-45ED-9892-61C5CCB8AC68","CE3C67A1-C2FC-4AE1-8F5F-F356F1B8FF88"
