"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"AHRC","AH/M002535/1","Research Grant","Intellectual Property","Anglia Ruskin University","Fac of Arts Law and Social Sciences","Toulson","Edwin","","Cross-Fading Between Audio Files","The patent describes the signal processing approach to enable smooth transitioning between audio files for the purpose of an interactive listening experience. The patent application was submitted in November 2015 and has yet to become published on public databases (Feb 2016).","Patent application published","GB 1518717.2","2015","No","NA",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56d025d0c286e0.55702799&grantRef=AH%2FM002535%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=AH/M002535/1","852523E6-1E7A-447C-AFC5-F2DE6AF13545","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","56F19F82-4654-46D6-891A-EA80CBC02587","259790E1-D895-4B10-9049-19509F7DAE6B"
"EPSRC","EP/D05849X/1","Research Grant","Intellectual Property","University of Southampton","School of Chemistry","Birkin","Peter Robert","","Ultrasonic Wave Device","This represents the 'Starstream' project which is undergoing commercial exploitation. This technology is designed to clean a surface effectively without the need for high-speed jets or significant chemical input.","Patent application published","GB0914836.2","","Yes","This has developed into a significant academic and industrial collaboration which is still ongoing",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-9617714658.0235237667266e&grantRef=EP%2FD05849X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/D05849X/1","A7C75DAF-335B-4BCB-B1E5-DFA69A603EC9","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","4574A47F-4D24-49DE-8098-889CF2A7BDCF"
"MRC","G0700796","Research Grant","Intellectual Property","University of Oxford","RDM Cardiovascular Medicine","Neubauer","Stefan","","Rapid Imaging Assessment of the Liver","By combining 3 imaging methods we can accurately stage liver disease using MRI. This technique can replace the use of an invasive biopsy which saves money and provides a better patient experience.","Patent application published","WO2013088149","2011","Commercial In Confidence","University spin-off company being formed",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=VJsrxgLVcJU&grantRef=G0700796","http://gtr.rcuk.ac.uk:80/projects?ref=G0700796","A7F63513-E4BF-4BCD-9160-F28708A31A66","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","0CBFC0BD-6325-4615-98E8-16E9C4E68F15"
"STFC","ST/G003076/1","Research Grant","Intellectual Property","University of Manchester","Physics and Astronomy","Piccirillo","Lucio","","high aspect ratio e-beam resist","A novel e-beam resist has been developed capable of achieving very high aspect ratios. This novel resist is called SML resist and it has been licensed for commercialisation to the company EM resist srl.","Protection not required",,"","Yes","There is a huge potential market for novel devices that can only be realised by using our high aspect ratio e-beam resist",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5331ba67628936.87764868&grantRef=ST%2FG003076%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ST/G003076/1","9CB7BF3F-6481-4BF2-9B53-05E7454C2D03","D7F4F462-0518-4784-908A-D12633C139B3","68D0E3C9-9246-4CFC-B5E9-48584CF82993","D01A5C76-8392-4209-B473-2839DD7E5FA9"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","Methods and devices for detecting structural changes in a molecule measuring electrochemical impedance","The invention relates to a method of detecting a structural change in a molecule, said molecule being attached to a surface, said surface being electrically conductive, wherein the phase of the electrochemical impedance at said surface is monitored, and wherein a change in the phase in the electrochemical impedance at said surface indicates a change in the structure of said molecule. The invention further relates to methods for making arrays having molecules such as, polypeptides attached to electrically conductive surfaces such as electrodes, and to arrays.","Patent application published","WO2008032066","2008","No","This IP should support a spin-out company (Phase DX) in the near future.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=546498d0e69ff5.48561087&grantRef=EP%2FI019103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","Surgical Retraction Device and Procedure","The invention provides a retraction device (1) adapted for use in minimally invasive surgery, said device comprising: (a) access means ( 3 ); (b) rigid support means; (c) expandable retraction means (2) comprising a multiplicity of radially oriented members (10); (d) flexible attachment means (6); and (e) a multiplicity of magnetic means, wherein said expandable retraction means in its non- expanded form is attached to said rigid support means by said flexible attachment means and is insertable into a subject through said access means, and wherein said multiplicity of magnetic means are comprised in said expandable retraction means. The invention also provides expandable retraction means comprising a multiplicity of radially oriented members and a method for the use of a retraction device in minimally invasive surgery, the method comprising the steps of providing a retraction device according to the first aspect of the invention, inserting said expandable retraction means via said access means through the cavity wall of a subject, deploying the expandable retraction means in its expanded form, magnetising the tissue to be retracted and attaching the magnetised tissue to the retraction device. The device and method according to the invention satisfy the necessary criteria for use in MIS applications and provide for ease in both manufacture and use, and potential application in many areas of MIS.","Patent application published","WO2012010910","2012","No","Three companies are potentially interested in using this IP.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-1850889615.5756803766adfa2&grantRef=EP%2FI019103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","Magnetometer for medical use","A medical magnetometer (10) comprising one or more induction coils (2) for detecting a time varying magnetic field of a region of a subject's body, such as the heart. Each coil has a maximum outer diameter of 4 to 7 cm, and a configuration such that the ratio of the coil's length to its outer diameter is at least 0.5, and the ratio of the coil's inner diameter to its outer diameter is 0.5 or less. Each induction coil (2) is coupled to a respective detection circuit comprising a low impedance pre-ampiifier (3), a low pass filter (5), a notch filter (6) to remove line noise, and an averaging element (7). Each detection circuit produces an output signal (9) for use to analyse the time varying magnetic field of the region of the subject's body.","Patent application published","WO2014006387","2014","Yes","IP has supported a spin-out (Quantum Imaging Ltd). Primary focus is as a cardiac device, possibly for Accident and Emergency.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5464a8a5b458d4.94868637&grantRef=EP%2FI019103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","Composition","The present invention relates to a photosensitive composition comprising synthetic nanocrystalline hydroxyapatite or a synthetic precursor thereof doped with a rare earth ion, the use of the composition in restorative or cosmetic dentistry, a process for preparing the composition and a method of generating an image of an exposed dentinal surface of a tooth.","Patent application published","WO2012046082","2012","Yes","This IP is supporting three projects: an EPSRC Health Technology Challenge project, an Innovate UK project, and a European funded Marie-Curie award with industrial partners which aims to produce commercial products.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-8437645387.312067766aea42&grantRef=EP%2FI019103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","Acellular Vascular Products","A product comprising a natural acellular xenogenic vascular tissue matrix having at least an80% reduction in DNA content as compared to an untreated control vascular tissue matrix and being antigenically inert by being substantially free of epitopes capable of reacting with pre-formed human antibodies and also without having the ability to substantially activate complement. The invention also includes methods of preparing such products and uses of the products especially in bypass surgery.","Patent application published","WO2012042250","2012","Yes","This IP has supported a spin-out (Tissue Regenix), which is developing a portfolio of products with it, along with the three other patents we have licensed to it to date. Products are being developed from a clinical trial in 2009.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-4465592544.959478766ae952&grantRef=EP%2FI019103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","Decellularised human livers","The process could be applied to human donor organs thus increasing the number of such organs available for transplantation. This IP has not been patented and may still be confidential.","Copyrighted (e.g. software)",,"2014","No","Too early for notable impacts.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5464a336b65ec9.49177761&grantRef=EP%2FI019103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","Low concentration SDS and Protease inhibitors for decellularisation","A method of preparing matrices or tissue engineered biomaterials for implantation, and in particular to a method of improving decellularisation of matrices or tissue engineered biomaterials prior to implantation. The method employs a single anionic detergent in combination with protease inhibitors.","Patent granted","WO2002096476","2007","Yes","A portfolio of products is in development for different clinical needs. A spin-out company has been formed (Tissue Regenix) which has a licence of this and three other patents. Also, this IP has been licensed to NHS Blood and Transplant, Tissue Services, for allografts in the NHS in the UK.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-2871727992.66104476691ce4&grantRef=EP%2FI019103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/I019103/1","Research Grant","Intellectual Property","University of Leeds","Mechanical Engineering","Fisher","John","","Visual parameter optimisation software","Software and an algorithm for use with image analysis/process engineering.","Copyrighted (e.g. software)",,"2013","No","This software was developed for the optimization of image processing algorithms. Today, this is done in a time-consuming way that relies on trial-and-error. Our software enables users to make better choices of parameter values, to do so faster, and to better understand the influence of the parameters on image processing. The software is applicable to image processing, in general, although our research has focussed on applications in biomedical research.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=54649f91d2ddf0.77739703&grantRef=EP%2FI019103%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I019103/1","C856DA7B-701F-418D-A3D3-092CAF59E2AB","798CB33D-C79E-4578-83F2-72606407192C","83D87776-5958-42AE-889D-B8AECF16B468","2DD4AB06-923B-44AF-AA55-1A50255C1FBE"
"EPSRC","EP/H048170/2","Research Grant","Intellectual Property","Queen's University of Belfast","Sch of Chemistry and Chemical Eng","Mills","Andrew","","Intelligent pigmenst and plastics","Smart pigments for creating smart plastics for the food packaging industry to help identify incorrectly packaged products and non-fresh food.","Patent granted","US patent No. 13/502268","2014","Yes","spin out of Insignia Techologies Ltd.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=543f9e3abfddf0.66311564&grantRef=EP%2FH048170%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=EP/H048170/2","EA9761F0-C2F4-4BF4-81D1-078087390AA8","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","D54F3B68-AE78-4F46-A472-526B5E64C7BD"
"BBSRC","BB/J02001X/1","Research Grant","Intellectual Property","University of Birmingham","Sch of Biosciences","Dafforn","Timothy","","A COMPOSITION","The invention provides light-emitting compositions, including lasing and fluorescent compositions. The invention particularly relates to programmable biological substrates, which fluoresce and/or lase, and which have a wide variety of different applications. The invention extends to use of the fluorescent compositions and lasing compositions comprising programmable biological substrates in fabricating lasers, and in various biological imaging applications, such as in assays.","Patent application published","WO2013093499","2013","No","Viral laser",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=545cd859a239c1.82103284&grantRef=BB%2FJ02001X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/J02001X/1","A68A1838-6C32-415E-9AE5-08D18431777B","2512EF1C-401B-4222-9869-A770D4C5FAC7","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","6C3A5063-FB4F-41C8-8C74-F1C3BEDF80CB"
"EPSRC","EP/G060363/1","Research Grant","Intellectual Property","University of Southampton","Optoelectronics Research Centre","Zheludev","Nikolay","","Super-Oscillatory Lens Device","A super-oscillatory lens having a pre-defined pattern to spatially modulate the light beam in amplitude and/or phase which has a blocking element formed integrally with the lens, or as a separate component adjacent to the lens, which is opaque to the light beam to cause diffraction of the light beam around the blocking element and formation of a shadow region. The lens and blocking element focus the light beam to form an elongate needle-shaped focus in the shadow region. In any application in which it is necessary to scan a small spot over a surface, compared with a conventional objective lens focus the elongate shape of the focus relaxes the requirement on a feedback loop to maintain a constant separation between a scan head and a surface being scanned. The elongate shape is also ideal shape for materials processing applications.","Patent application published","PCT/GB2013/050114","2012","No","The super-oscillatory lens concept underpins ongoing research work, funded international collaborations, and discussions with potential industrial research sponsors/partners. It has led to a number of high-profile journal and conference papers.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-1124855448.608152276674e1e&grantRef=EP%2FG060363%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/G060363/1","2C9FE99B-1F5A-47FB-A510-0E90ABDA124F","798CB33D-C79E-4578-83F2-72606407192C","30A429E3-83B7-4E41-99C0-14A144F07DFE","69678F23-E8B9-4B1D-9A43-3D254FC9C227"
